종목코드,종목명,현재가,등락률,거래대금_억
001210,금호전기,10680,29.93,2530.98506385
002990,금호건설,17020,12.34,5939.3122
161890,한국콜마,161700,10.91,780.087396
234340,헥토파이낸셜,23400,10.38,577.96627575
010950,S-Oil,149200,9.14,603.183223
088350,한화생명,5950,8.58,516.78739835
257720,실리콘투,53300,8.44,1103.383587
003350,한국화장품제조,14440,7.6,693.668806
192820,코스맥스,303000,7.07,1016.4996525
214450,파마리서치,461500,6.71,915.7564175
278470,에이피알,461500,6.21,1590.5458875
090430,아모레퍼시픽,150600,5.76,671.1434065
041190,우리기술투자,6490,5.7,1484.0861321
078930,GS,129200,4.87,678.007187
003230,삼양식품,1547000,4.53,660.59686
096770,SK이노베이션,116900,4.38,1467.1588695
018260,삼성에스디에스,243000,3.85,661.9408225
066970,엘앤에프,134800,3.85,631.470852
950260,인제니아테라퓨틱스(Reg.S),18000,3.75,993.6021201
196170,알테오젠,320000,2.73,1955.1622375
034020,두산에너빌리티,88200,2.68,3085.7423535
009150,삼성전기,1421000,2.6,11453.5264308
298040,효성중공업,3153000,2.4,1981.923995
035720,카카오,36850,2.36,541.7215955
011070,LG이노텍,611000,2.35,1095.706615
032820,우리기술,12510,2.21,1215.24568595
105560,KB금융,171600,2.08,1491.9377241
000150,두산,1238000,1.98,677.889965
064400,LG씨엔에스,75800,1.88,715.412473
356680,엑스게이트,12020,1.86,519.9543495
035420,NAVER,220500,1.85,2113.8990475
086790,하나금융지주,136000,1.8,687.688218
003490,대한항공,28700,1.77,782.47682025
001820,삼화콘덴서,110200,1.75,1781.423063
066570,LG전자,201500,1.61,1073.644705
000270,기아,128000,1.51,1044.667027
003670,포스코퓨처엠,186300,1.25,594.667793
403870,HPSP,51100,1.19,1373.9355235
128940,한미약품,509000,0.99,719.449755
032830,삼성생명,310000,0.98,842.1906425
055550,신한지주,109700,0.83,795.2196095
000810,삼성화재,687000,0.73,944.43282668
006360,GS건설,37150,0.68,518.010471
012450,한화에어로스페이스,1157000,0.61,1323.459265
062040,산일전기,202500,0.5,646.1432445
005380,현대차,399500,0.38,1750.9034325
006400,삼성SDI,571000,0.35,2530.02884
