종목코드,종목명,현재가,등락률,거래대금_억
049080,기가레인,2600,30.0,1781.03669968
253840,수젠텍,6760,30.0,800.4222806
077970,STX엔진,44000,29.99,1516.84536
069540,빛과전자,5860,29.93,3671.94820188
209640,와이제이링크,5920,29.82,975.28895669
019170,신풍제약,14090,26.48,781.15617855
093370,후성,13820,22.3,4246.59072485
456010,아이씨티케이,25800,20.84,4747.16671025
036170,에이치엠넥스,7700,20.31,934.76595535
100790,미래에셋벤처투자,46300,19.64,9995.00484525
084650,랩지노믹스,1803,18.38,844.30566886
082740,한화엔진,56100,16.39,2873.0605865
010820,퍼스텍,13480,14.92,3561.58981205
417010,나노팀,12030,14.9,520.58867585
065450,빅텍,6150,12.64,841.7162704
131760,파인텍,1210,12.35,1115.9582971
098460,고영,33000,11.49,4386.62630125
131970,두산테스나,111800,11.24,740.633384
368770,파이버프로,26500,10.88,1401.83796825
080580,오킨스전자,25100,10.57,539.2741335
295310,에이치브이엠,99500,10.19,522.402313
096530,씨젠,27350,9.84,695.7489095
089970,브이엠,55100,9.76,547.341524
066970,엘앤에프,185600,9.5,3086.9936945
027360,아주IB투자,11930,8.75,4959.3816821
017550,수산세보틱스,3280,8.43,607.05052457
020150,롯데에너지머티리얼즈,52900,8.29,527.51639375
457190,이수스페셜티케미컬,111500,8.04,1615.7423415
099320,쎄트렉아이,187500,7.7,523.2214925
090460,비에이치,31400,7.53,793.9147115
332570,PS일렉트로닉스,7290,7.36,732.508582
321260,프로이천,3030,7.26,1049.29844206
006400,삼성SDI,513000,7.21,5610.3511825
017900,광전자,13810,7.05,7963.45679035
388210,씨엠티엑스,162500,6.98,569.7466175
071970,HD현대마린엔진,91200,6.67,1244.7825475
009150,삼성전기,679000,6.26,5513.220335
043260,성호전자,52500,5.32,1232.9927845
003670,포스코퓨처엠,234500,4.92,1141.8351
327260,RF머트리얼즈,100900,4.89,510.7995945
483650,달바글로벌,197800,4.82,513.753745
062040,산일전기,198100,4.81,1392.066057
319400,현대무벡스,32400,4.68,1995.64729225
490470,세미파이브,38100,4.24,865.01967375
034220,LG디스플레이,14410,4.19,1281.14870075
329180,HD현대중공업,514000,4.15,2592.70727
005490,POSCO홀딩스,385000,4.05,2326.849675
067310,하나마이크론,36050,4.04,1002.08229525
011070,LG이노텍,394000,3.96,813.373865
097230,HJ중공업,28550,3.82,932.912689
010170,대한광통신,15580,3.73,7728.9159316
293580,나우IB,2515,3.07,842.6169721
009540,HD한국조선해양,419500,2.82,810.35494
450080,에코프로머티,73700,2.79,1262.3191215
047050,포스코인터내셔널,74800,2.75,575.990344
017670,SK텔레콤,98300,2.5,874.0598865
440110,파두,59000,2.43,587.870275
096770,SK이노베이션,129400,2.29,551.9208905
267270,HD건설기계,162900,2.0,633.5031525
018880,한온시스템,4160,1.84,1089.45220617
086520,에코프로,151900,1.81,1835.463658
247540,에코프로비엠,208000,1.46,1196.171155
010140,삼성중공업,29050,1.22,995.58994096
278470,에이피알,419500,1.21,604.49974
050890,쏠리드,16870,1.2,1309.5060936
353200,대덕전자,94300,1.07,1125.9656215
430690,한싹,6010,0.84,1457.51686375
086790,하나금융지주,123500,0.82,567.8443885
000270,기아,159200,0.82,1372.837601
403870,HPSP,44500,0.79,949.3953035
005380,현대차,538000,0.75,3893.04063
077360,덕산하이메탈,16530,0.73,999.74374775
051910,LG화학,360000,0.7,676.7538725
150900,파수,5060,0.6,600.18329649
003230,삼양식품,1376000,0.51,645.595135
373220,LG에너지솔루션,418000,0.48,1406.7719575
064350,현대로템,216000,0.47,1331.6985336
047040,대우건설,28700,0.35,8101.5275835
058470,리노공업,115300,0.26,500.0567515
025860,남해화학,8840,0.23,502.12544065
015760,한국전력,45900,0.22,972.361145
267260,HD현대일렉트릭,1087000,0.18,1444.62163
336260,두산퓨얼셀,46050,0.11,543.92137875
