종목코드,종목명,현재가,등락률,거래대금_억
038500,삼표시멘트,6760,30.0,1883.0468748
383310,에코프로에이치엔,36450,29.95,889.9455985
459550,알트,4905,29.93,1076.35354508
101330,모베이스,6780,27.92,751.1182008
253590,네오셈,16220,27.82,1594.3281403
059120,아진엑스텍,10770,26.86,514.97806275
080580,오킨스전자,14010,23.0,508.0348936
058610,에스피지,149700,22.81,4654.532455
323280,태성,68800,22.42,1511.8813465
458650,성우,13370,20.45,526.22340865
086520,에코프로,166100,20.01,24213.15305
095610,테스,65500,17.59,1015.090926
0007C0,아크릴,40700,17.29,893.37198525
232680,라온로보틱스,16000,15.19,815.6333849
010170,대한광통신,3425,14.74,2658.95639044
450080,에코프로머티,74100,14.53,3964.378972
357780,솔브레인,412000,14.13,569.7003325
101490,에스앤에스텍,85300,14.04,704.1689615
048410,현대바이오,9210,13.56,1206.1246157
403870,HPSP,42600,13.45,2634.016739
432470,케이엔에스,18470,12.69,598.19501815
012860,모베이스전자,4565,12.58,1117.56592325
348370,엔켐,85600,12.48,914.254049
003620,KG모빌리티,4035,12.24,1616.53146675
160190,하이젠알앤엠,84500,12.07,1202.933097
080220,제주반도체,35400,11.5,4075.60394425
348340,뉴로메카,98100,11.48,2688.7412215
0015S0,페스카로,26025,11.22,1655.93056175
222800,심텍,58300,11.05,1755.1295135
389500,에스비비테크,79000,10.49,1166.7713265
240810,원익IPS,100500,9.96,1187.1683105
003310,대주산업,4590,9.81,907.4880427
128940,한미약품,519000,9.26,2243.4295025
087010,펩트론,313500,9.23,1515.0208825
232140,와이씨,18870,9.08,561.63090565
319660,피에스케이,51400,8.78,504.9491015
290650,엘앤씨바이오,74000,8.5,932.6980515
047040,대우건설,5200,8.22,518.19582736
086960,MDS테크,1560,8.03,664.02936787
000990,DB하이텍,102900,7.64,696.021288
084370,유진테크,98500,7.3,631.150353
010120,LS ELECTRIC,575000,7.08,2264.41413
388210,씨엠티엑스,132600,7.02,563.6459615
005290,동진쎄미켐,46650,7.0,777.08776925
066970,엘앤에프,135900,6.84,1929.6576635
456160,지투지바이오,85600,6.73,1040.8196045
140410,메지온,164000,6.49,882.9385795
353200,대덕전자,54200,6.48,1089.5045235
402340,SK스퀘어,503000,6.34,2158.517695
009520,포스코엠텍,20250,6.19,690.25675055
064350,현대로템,224500,6.15,2571.8931325
028050,삼성E&A,32050,6.13,575.44226625
196170,알테오젠,432500,6.0,6886.6050925
056080,유진로봇,33500,5.85,590.2497675
277810,레인보우로보틱스,688000,5.85,5180.454155
247540,에코프로비엠,225500,5.62,5770.3591125
098460,고영,33700,5.48,2252.26646025
012450,한화에어로스페이스,1297000,5.45,1818.334375
373220,LG에너지솔루션,430500,5.39,5835.8923825
007660,이수페타시스,125200,5.3,2473.853039
000660,SK하이닉스,842000,5.25,43006.38436
062040,산일전기,149300,4.77,547.241214
022100,포스코DX,41200,4.7,910.63820875
298040,효성중공업,2498000,4.65,1614.321515
005490,POSCO홀딩스,376000,4.59,3268.81245
0004V0,엔비알모션,21000,4.48,1264.26979215
090360,로보스타,88900,4.47,571.7657535
090710,휴림로봇,15690,4.46,5034.9279295
082740,한화엔진,57800,4.33,712.4367345
141080,리가켐바이오,201000,4.2,1504.2971865
108490,로보티즈,302000,4.14,2758.2680775
089030,테크윙,43250,4.09,553.088773
003670,포스코퓨처엠,238000,3.7,1971.8133875
466100,클로봇,74000,3.64,1202.880893
214450,파마리서치,508000,3.46,938.74077
067310,하나마이크론,34600,3.44,1594.542532
042700,한미반도체,180700,3.38,3501.701238
016360,삼성증권,88600,3.38,587.147367
068270,셀트리온,218500,3.31,2499.6791025
005935,삼성전자우,117200,2.99,4641.523522
051910,LG화학,353500,2.76,1340.13461
161580,필옵틱스,52200,2.76,605.395023
034730,SK,305750,2.6,733.2189925
032830,삼성생명,191900,2.57,627.2151945
039030,이오테크닉스,343000,2.54,575.198965
058470,리노공업,85300,2.4,1404.7772635
000250,삼천당제약,426000,2.28,2170.1633475
0126Z0,삼성에피스홀딩스,625000,2.12,984.99307
005930,삼성전자,162800,2.07,38515.367185
083650,비에이치아이,72600,1.97,737.7877855
047810,한국항공우주,166800,1.71,1220.719375
042660,한화오션,142700,1.57,2467.8814955
005380,현대차,495750,1.48,10785.6423125
006400,삼성SDI,393000,1.42,7369.7507475
028260,삼성물산,302000,1.34,837.5692625
272210,한화시스템,88700,1.26,964.482372
000100,유한양행,109600,1.2,555.41014
039490,키움증권,395000,1.15,610.2712025
319400,현대무벡스,31850,1.11,1768.18369375
476830,알지노믹스,159400,1.08,1140.7663885
347850,디앤디파마텍,98000,1.03,1017.939863
267260,HD현대일렉트릭,909000,0.89,1358.363215
003530,한화투자증권,6080,0.83,505.5651369
454910,두산로보틱스,119500,0.76,980.7224425
009150,삼성전기,279000,0.72,1663.5933375
005385,현대차우,268000,0.56,553.8147075
457190,이수스페셜티케미컬,104700,0.38,720.0481225
001440,대한전선,26850,0.37,537.41017225
000150,두산,902000,0.33,727.34978
047050,포스코인터내셔널,63700,0.31,528.775464
086280,현대글로비스,241500,0.21,863.14691
017670,SK텔레콤,69500,0.14,1309.0188195
