종목코드,종목명,현재가,등락률,거래대금_억
002990,금호건설,12350,30.0,2060.786188
477850,마키나락스,30400,29.91,1743.98302625
037070,파세코,8870,29.87,698.330651
037710,광주신세계,50500,29.82,549.8761015
019210,와이지-원,26700,18.14,814.3162345
010960,삼호개발,4330,14.25,629.04736123
091590,남화토건,10610,11.68,630.72934525
042660,한화오션,116100,8.61,5809.540196
475040,스트라드비젼,4915,7.31,717.40895676
006360,GS건설,30600,7.18,1120.39016875
272210,한화시스템,80900,7.15,979.564886
010950,S-Oil,116900,6.08,558.3180845
000270,기아,160700,5.72,2560.7739985
000810,삼성화재,674000,5.64,622.03425
352820,하이브,215000,4.88,544.6539275
006800,미래에셋증권,44750,4.68,1606.5910445
012330,현대모비스,515000,4.25,2002.4021075
028260,삼성물산,449500,3.69,2485.97973
071050,한국금융지주,249500,3.1,919.1248525
047810,한국항공우주,161100,2.87,723.528882
005930,삼성전자,318000,2.75,75129.35767
032830,삼성생명,393500,2.74,1055.14118
015760,한국전력,39150,2.35,594.605236
039490,키움증권,356500,2.3,528.21615
005935,삼성전자우,212500,2.16,8558.952785
005380,현대차,502000,2.03,3962.724675
079550,LIG디펜스앤에어로스페이스,815000,1.88,1349.2406
016360,삼성증권,121300,1.85,1085.281317
009540,HD한국조선해양,365000,1.53,722.94842248
316140,우리금융지주,31150,1.3,522.51953475
329180,HD현대중공업,583000,1.04,1263.14994
010140,삼성중공업,23700,0.85,891.1928385
105560,KB금융,170900,0.47,1752.0858465
005490,POSCO홀딩스,321500,0.47,657.8948175
028050,삼성E&A,48300,0.42,1013.938427
035420,NAVER,196600,0.41,1349.4496535
055550,신한지주,107700,0.37,1538.6401715
