종목코드,종목명,현재가,등락률,거래대금_억
0155E0,해치텍,17830,27.18,1696.93214025
000500,가온전선,204500,20.86,1227.4733735
222800,심텍,126500,12.24,1967.495747
062040,산일전기,196300,10.97,1476.838095
006400,삼성SDI,568000,10.08,4703.0839
010170,대한광통신,14830,9.85,3767.2342544
267260,HD현대일렉트릭,803000,9.55,1311.33997
069540,빛과전자,3110,9.31,932.2540116
178320,서진시스템,40650,9.27,1009.34817125
000880,한화,129700,9.08,549.8882375
003670,포스코퓨처엠,183800,8.95,1074.885236
298040,효성중공업,3034000,8.47,1759.114865
232140,와이씨,13220,8.18,996.2964563
010120,LS ELECTRIC,217000,7.69,2036.4795425
066970,엘앤에프,130300,6.63,869.210853
012450,한화에어로스페이스,1151000,5.89,1156.05286
086520,에코프로,91900,5.63,932.2951625
247540,에코프로비엠,117700,5.56,532.254602
001440,대한전선,29750,5.5,716.77390925
373220,LG에너지솔루션,369500,5.27,1155.034355
047040,대우건설,20100,5.24,4275.6008883
079550,LIG디펜스앤에어로스페이스,745000,4.93,759.83625
009150,삼성전기,1384000,4.06,8312.745455
403870,HPSP,50400,3.92,1312.8149475
028050,삼성E&A,50100,3.83,1130.53228125
005490,POSCO홀딩스,340000,3.66,1243.1016975
006340,대원전선,14120,3.6,817.68873605
353200,대덕전자,110300,3.08,809.0251135
000150,두산,1212000,2.71,776.03665
036930,주성엔지니어링,177200,2.19,1271.828267
475150,SK이터닉스,54900,1.86,606.434278
240810,원익IPS,111300,1.83,514.4034575
007660,이수페타시스,112800,1.81,594.168496
000660,SK하이닉스,1716000,1.66,47342.08895
011070,LG이노텍,592000,1.54,582.2233
005930,삼성전자,265000,1.34,37247.770325
080220,제주반도체,77000,1.18,627.172109
105560,KB금융,167900,0.78,983.4501525
003490,대한항공,28350,0.71,801.461662
055550,신한지주,108100,0.65,793.6614185
402340,SK스퀘어,1064000,0.57,3863.72718
950260,인제니아테라퓨틱스(Reg.S),17410,0.4,1152.44724405
001820,삼화콘덴서,108200,0.37,592.291252
042700,한미반도체,220000,0.23,681.5143375
096770,SK이노베이션,111400,0.18,1223.1571385
034020,두산에너빌리티,85900,0.12,2844.5619015
329180,HD현대중공업,465000,0.11,631.173
