종목코드,종목명,현재가,등락률,거래대금_억
002780,진흥기업,1045,29.98,665.57017322
046970,우리로,2085,29.91,528.09785654
261780,차백신연구소,4085,29.89,1050.13094491
475150,SK이터닉스,53200,24.88,6822.9232865
033160,엠케이전자,17640,22.08,1190.87390875
053050,지에스이,3355,21.12,1155.16582533
290690,소룩스,4605,20.87,815.49844577
037030,파워넷,4010,19.35,668.26118318
214390,경보제약,8270,15.99,1004.4564676
001510,SK증권,2150,14.36,7517.06514671
117580,대성에너지,11010,12.69,1388.1113941
356860,티엘비,79700,12.1,1022.129295
069540,빛과전자,1655,12.05,818.97231267
046120,오르비텍,11040,11.29,1541.1079691
112610,씨에스윈드,64600,9.31,1192.913763
327260,RF머트리얼즈,60800,9.16,504.120316
476830,알지노믹스,213000,8.9,1834.2308315
490470,세미파이브,31450,7.89,1180.95281375
095340,ISC,247500,7.61,737.146815
082920,비츠로셀,30000,7.53,585.6596845
047040,대우건설,15980,7.46,11967.9528816
475580,에이럭스,13960,7.22,697.95495685
011070,LG이노텍,286000,6.52,889.9391175
004090,한국석유,18690,5.77,625.72241245
140410,메지온,84900,5.6,2386.23988
131970,두산테스나,91800,5.15,566.8572935
010120,LS ELECTRIC,872000,4.68,1416.19821
024060,흥구석유,20950,4.49,1306.61073125
353200,대덕전자,77700,3.88,1769.7809095
403870,HPSP,51900,3.8,3937.515634
010170,대한광통신,7290,3.7,1686.94966725
322000,HD현대에너지솔루션,136500,3.64,3264.1959455
489790,한화비전,86900,3.58,1402.3525695
006260,LS,291000,3.19,530.889535
024850,HLB이노베이션,4950,3.13,601.8704825
009150,삼성전기,478500,3.13,4073.786105
007660,이수페타시스,129000,3.12,2596.600755
267270,HD건설기계,131400,2.98,531.7151685
278470,에이피알,371000,2.49,1018.3379075
000250,삼천당제약,803000,2.42,2555.568735
011930,신성이엔지,3060,2.34,3152.33786086
282720,금양그린파워,16310,2.32,591.4879186
321370,센서뷰,4095,2.25,512.44280958
079550,LIG넥스원,704000,2.18,2041.34175
006360,GS건설,26200,2.14,831.42454725
078590,휴림에이텍,930,1.97,762.95871495
417200,LS머트리얼즈,23325,1.63,1515.87804775
272210,한화시스템,141500,1.22,2398.797144
222800,심텍,60300,1.17,547.405843
055550,신한지주,96100,1.16,976.1329345
108490,로보티즈,266000,1.14,603.6360225
058470,리노공업,117900,1.11,831.39825
393890,더블유씨피,14960,1.01,679.95390045
010950,S-Oil,111400,0.72,742.294432
105560,KB금융,155200,0.32,1306.799845
316140,우리금융지주,33600,0.3,526.86551125
178320,서진시스템,45300,0.22,644.968224
376900,로킷헬스케어,128900,0.16,676.605008
047050,포스코인터내셔널,71700,0.14,580.9507885
