종목코드,종목명,현재가,등락률,거래대금_억
439960,코스모로보틱스,25100,29.85,1202.5336365
0017J0,세미티에스,6530,29.82,546.97939835
018880,한온시스템,5680,20.85,4562.15556189
093370,후성,22400,17.83,3673.04010595
477850,마키나락스,22100,16.93,686.3172061
403870,HPSP,83500,16.78,27304.2701455
011070,LG이노텍,1209000,16.7,6384.62708
009150,삼성전기,1999000,16.63,29019.02864
010120,LS ELECTRIC,257500,15.73,4846.43943
028260,삼성물산,495000,14.58,3270.2794275
330860,네패스아크,57700,14.26,971.17516475
475150,SK이터닉스,48850,13.6,5265.28690275
003490,대한항공,30000,12.78,3583.15542325
003550,LG,118400,11.17,735.7132035
298040,효성중공업,3752000,11.14,2502.866125
009830,한화솔루션,38700,10.89,863.31032475
082740,한화엔진,59300,10.02,816.6471445
015760,한국전력,41400,9.96,1627.0023885
329180,HD현대중공업,714000,9.85,2793.040175
032830,삼성생명,423000,9.73,1864.8496375
247540,에코프로비엠,186500,9.71,935.8472235
001820,삼화콘덴서,140600,9.67,1792.748689
042660,한화오션,123400,9.49,1977.873284
079550,LIG디펜스앤에어로스페이스,845000,9.46,1728.003445
028050,삼성E&A,52100,9.45,1790.0318345
307950,현대오토에버,746000,9.06,1088.827615
034730,SK,646000,8.94,1629.546225
204320,HL만도,70600,8.62,5331.178039
006260,LS,419500,8.54,1252.371645
062040,산일전기,251000,8.42,922.5270075
267270,HD건설기계,154500,8.35,568.1079405
066570,LG전자,243500,7.98,6567.61388
126640,화신정공,5260,7.46,749.73817647
034020,두산에너빌리티,99800,7.2,2513.143128
086520,에코프로,124000,7.17,943.974408
375500,DL이앤씨,79000,6.9,506.441231
086790,하나금융지주,129300,6.86,1377.0223665
005380,현대차,647000,6.59,7103.8992573
010140,삼성중공업,28650,6.51,1313.86581625
000660,SK하이닉스,2288000,6.42,88837.99414425
279570,케이뱅크,6980,6.24,794.9861007
011200,HMM,21300,6.23,663.1476775
096770,SK이노베이션,112700,6.22,639.7399295
009540,HD한국조선해양,422000,6.03,807.2226025
055550,신한지주,105600,6.02,2188.475703
267260,HD현대일렉트릭,1194000,5.66,3653.978885
278470,에이피알,416000,5.58,792.3720775
001440,대한전선,39950,5.55,1654.02742025
012330,현대모비스,640000,5.44,3284.949155
105560,KB금융,169600,5.21,2415.8374135
373220,LG에너지솔루션,420500,5.13,1302.3305425
006360,GS건설,30250,5.03,532.33084675
047040,대우건설,22900,4.81,2641.09153025
005490,POSCO홀딩스,395000,4.77,1138.1481575
047810,한국항공우주,147600,4.76,638.5233175
071050,한국금융지주,251500,4.57,701.8851325
005930,삼성전자,337000,4.5,72678.09113959
316140,우리금융지주,32550,4.49,721.2445125
051910,LG화학,360500,4.49,909.8407925
005935,삼성전자우,216000,4.35,6681.05459464
178320,서진시스템,78200,4.13,1267.0734305
064400,LG씨엔에스,96600,4.09,1840.4157675
402340,SK스퀘어,1413000,4.05,14705.377995
089030,테크윙,67900,3.98,4881.5056035
067310,하나마이크론,50900,3.98,1041.853852
086280,현대글로비스,216500,3.84,510.8456825
272210,한화시스템,99500,3.65,605.407331
196170,알테오젠,349000,3.56,1660.99363
000810,삼성화재,676000,3.36,783.347725
005290,동진쎄미켐,60900,3.22,637.550306
016360,삼성증권,122500,3.11,727.110886
222800,심텍,134100,3.07,1016.046647
443060,HD현대마린솔루션,255000,3.03,565.08395132
207940,삼성바이오로직스,1332000,2.86,586.275105
005830,DB손해보험,152400,2.83,566.467773
006400,삼성SDI,553000,2.6,2969.980825
017670,SK텔레콤,105400,2.33,1077.663992
080220,제주반도체,104800,2.24,3673.3084995
064350,현대로템,213000,2.16,982.5992475
006340,대원전선,10690,2.1,511.87791995
011790,SKC,143100,2.0,526.5238015
440110,파두,103000,1.98,903.751187
034220,LG디스플레이,14130,1.65,1061.1170769
353200,대덕전자,167700,1.51,2017.234369
004170,신세계,705000,1.44,565.7464
085620,미래에셋생명,28650,1.24,576.71286575
068270,셀트리온,175000,1.16,703.018926
018260,삼성에스디에스,239500,1.05,834.6065875
454910,두산로보틱스,111400,0.91,838.188415
108490,로보티즈,332000,0.61,619.2891075
012450,한화에어로스페이스,1084000,0.56,1809.276195
000270,기아,167500,0.42,2202.6048845
035420,NAVER,248000,0.4,5017.733595
033780,KT&G,188500,0.37,663.604439
