종목코드,종목명,현재가,등락률,거래대금_억
128940,한미약품,540000,29.96,2599.8541875
008930,한미사이언스,56500,25.7,2166.2040735
124500,아이티센글로벌,37900,16.44,1155.76368875
066970,엘앤에프,121600,16.36,1288.222135
247540,에코프로비엠,117000,10.8,747.938415
003670,포스코퓨처엠,170900,10.33,980.6705245
100790,미래에셋벤처투자,15880,9.52,506.31286935
010130,고려아연,1344000,8.65,786.05711
010170,대한광통신,13150,8.5,790.27635255
051910,LG화학,273000,8.12,574.960655
028670,팬오션,6320,8.03,577.33209435
006400,삼성SDI,515000,7.74,3470.70688
086520,에코프로,87900,7.59,1116.49384
347850,디앤디파마텍,57300,7.5,551.869228
950220,네오이뮨텍,3050,7.02,772.7531966
278470,에이피알,409500,6.36,1456.62165
011200,HMM,22850,5.79,661.7322365
005490,POSCO홀딩스,327500,5.65,1299.361705
192820,코스맥스,286000,5.54,605.336435
222800,심텍,105200,5.52,740.768543
373220,LG에너지솔루션,362000,5.39,1342.9257675
096770,SK이노베이션,130100,4.25,981.644998
001210,금호전기,8700,3.82,1101.972953
257720,실리콘투,49450,3.78,801.37540625
475150,SK이터닉스,53200,3.7,1031.417727
011070,LG이노텍,570000,3.64,929.879455
079550,LIG디펜스앤에어로스페이스,717000,3.17,814.631385
010120,LS ELECTRIC,192300,2.83,1048.1542345
003230,삼양식품,1404000,2.78,609.64058
066570,LG전자,199800,2.72,1281.8745475
298040,효성중공업,2792000,2.61,837.00074
012450,한화에어로스페이스,1105000,1.84,981.713635
207940,삼성바이오로직스,1573000,1.42,513.86085
068270,셀트리온,194000,0.88,610.4442705
003490,대한항공,26000,0.78,751.399031
002990,금호건설,14860,0.75,942.4432797
035420,NAVER,223500,0.68,3550.6429
000150,두산,1085000,0.65,581.20208
329180,HD현대중공업,455500,0.55,636.6113725
012330,현대모비스,498500,0.5,906.5604425
000270,기아,131500,0.46,861.7446085
353200,대덕전자,104600,0.29,734.084305
196170,알테오젠,320500,0.16,1205.8788975
009150,삼성전기,1318000,0.15,6600.077605
017670,SK텔레콤,102300,0.1,1755.444594
