종목코드,종목명,현재가,등락률,거래대금_억
043260,성호전자,20550,19.41,1035.6145407
010170,대한광통신,13380,16.75,5315.3821457
080220,제주반도체,87400,15.92,3957.8706335
100790,미래에셋벤처투자,16410,15.64,563.2008954
062040,산일전기,181300,15.26,1124.632104
095610,테스,141600,13.64,867.653218
347850,디앤디파마텍,65300,13.57,1119.1050255
017900,광전자,8840,13.19,1455.0130753
196170,알테오젠,343000,12.46,3201.600135
036930,주성엔지니어링,143700,12.44,2061.2734855
000250,삼천당제약,184500,12.02,517.416519
067310,하나마이크론,33600,12.0,505.21640575
066970,엘앤에프,101000,11.97,738.1667305
007660,이수페타시스,91900,11.66,510.9008555
079550,LIG디펜스앤에어로스페이스,824000,11.2,1375.02422
010130,고려아연,1229000,11.12,583.80248
477850,마키나락스,32250,11.02,1302.33377425
240810,원익IPS,97300,10.19,1218.4914795
006360,GS건설,34550,9.16,1484.98877075
347700,스피어,25050,8.68,638.6308405
214450,파마리서치,408500,7.93,853.03436
086520,에코프로,92800,7.91,998.204197
950160,코오롱티슈진,18980,7.47,816.44590335
006800,미래에셋증권,36250,6.93,595.62354525
403870,HPSP,36700,6.69,659.40467175
042700,한미반도체,204500,6.34,1031.8751265
001440,대한전선,28750,6.09,572.737483
012450,한화에어로스페이스,1160000,5.74,2294.98361
003670,포스코퓨처엠,164200,5.39,691.9111065
439960,코스모로보틱스,18050,5.37,519.3194848
006340,대원전선,14500,5.15,1067.79297905
006400,삼성SDI,482500,5.12,1742.783295
042660,한화오션,93800,4.92,775.3645
222800,심텍,115400,4.91,958.008333
141080,리가켐바이오,118700,4.86,535.652877
329180,HD현대중공업,530000,4.74,2031.582315
010060,OCI홀딩스,284500,4.4,1497.26587
009830,한화솔루션,35300,4.13,2502.6855485
058610,에스피지,105900,4.13,518.2896405
277810,레인보우로보틱스,483500,3.98,542.9702225
047040,대우건설,16960,3.35,879.4548456
096770,SK이노베이션,124200,3.24,808.333624
034020,두산에너빌리티,79400,2.98,1283.802122
298040,효성중공업,2914000,2.9,862.62235
353200,대덕전자,106800,2.89,813.018961
005380,현대차,406500,2.78,1411.014465
069540,빛과전자,3085,2.66,563.99295768
010120,LS ELECTRIC,205000,1.99,632.032035
373220,LG에너지솔루션,367000,1.94,629.6338375
066570,LG전자,188400,1.84,1731.0666235
005490,POSCO홀딩스,336500,1.66,738.4522475
032830,삼성생명,279500,1.45,525.5824475
005935,삼성전자우,172300,1.29,2839.945083
012330,현대모비스,502000,1.11,834.73042
475150,SK이터닉스,51000,0.99,1081.1405365
402340,SK스퀘어,945000,0.64,3313.397425
207940,삼성바이오로직스,1566000,0.64,556.175555
068270,셀트리온,200500,0.6,903.0870515
000270,기아,135400,0.37,531.848186
