종목코드,종목명,현재가,등락률,거래대금_억
069540,빛과전자,2845,29.91,538.80344574
038110,에코플라스틱,3910,29.9,1166.3802163
261780,차백신연구소,5300,29.9,1336.98841841
098070,한텍,60200,25.68,1522.035295
092220,KEC,1705,21.18,1162.52926992
003280,흥아해운,3625,19.64,7147.32039649
217590,티엠씨,27950,18.43,1373.024235
189860,서전기전,7150,15.14,591.22702235
330860,네패스아크,28000,12.0,605.08616075
290690,소룩스,4135,11.76,869.4736996
214390,경보제약,7960,11.33,1389.1175428
089150,케이씨티,3520,10.52,537.45709569
460930,현대힘스,19830,10.04,903.39063835
100090,SK오션플랜트,27400,7.24,3482.9657165
024060,흥구석유,20650,5.68,2031.2556745
117580,대성에너지,11590,4.04,1332.00663425
000250,삼천당제약,941000,3.75,3048.957195
322000,HD현대에너지솔루션,135300,3.28,2539.9471765
090710,휴림로봇,14320,2.14,2458.02984785
046120,오르비텍,13990,2.12,2670.6819043
136150,원일티엔아이,18000,2.1,551.00490365
028050,삼성E&A,35950,1.84,2537.17917975
004090,한국석유,17820,1.71,531.463805
100840,SNT에너지,54200,1.69,1062.480816
475580,에이럭스,13310,1.37,1291.9398494
131970,두산테스나,103700,1.27,1077.968997
263750,펄어비스,41750,0.6,1496.71780825
006360,GS건설,31850,0.16,1746.227508
