종목코드,종목명,현재가,등락률,거래대금_억
0039P0,매드업,9940,29.93,1190.9055113
476060,온코닉테라퓨틱스,15940,22.33,715.180649
067290,JW신약,2330,16.21,757.20254123
010130,고려아연,1234000,12.69,1060.462545
004310,현대약품,6590,12.65,540.0392084
051900,LG생활건강,324000,10.77,903.3557
466100,클로봇,31450,10.74,518.45766
463020,뉴엔AI,11310,9.49,750.5920619
365660,레몬헬스케어,6670,9.34,1463.47178225
024840,KBI메탈,5420,8.73,1263.69405045
073240,금호타이어,7940,7.59,1586.2742086
477850,마키나락스,31900,7.05,2830.87774075
196170,알테오젠,293500,5.96,2218.3800625
278470,에이피알,378000,5.73,2331.33846024
090430,아모레퍼시픽,137800,4.95,722.284884
347850,디앤디파마텍,55700,4.9,1617.470301
012450,한화에어로스페이스,1054000,4.67,2845.57038657
006360,GS건설,32600,4.65,2332.22395875
214450,파마리서치,394500,4.37,867.60274
078930,GS,98800,4.0,524.372917
047040,대우건설,16870,3.94,1916.90996065
180640,한진칼,127200,3.84,503.167069
033780,KT&G,182700,3.81,526.86657
055550,신한지주,107400,3.67,1074.642534
086790,하나금융지주,133300,3.65,785.1171765
222800,심텍,106000,2.91,1864.758336
373220,LG에너지솔루션,345000,2.83,721.8809825
459550,알트,1870,2.58,505.90757754
068270,셀트리온,195000,2.47,1551.9530525
047810,한국항공우주,150100,2.46,681.456792
000720,현대건설,112600,2.27,724.9719805
003490,대한항공,27500,2.23,695.8976655
003230,삼양식품,1233000,1.9,515.693245
000810,삼성화재,648000,1.73,712.93916978
086520,에코프로,83600,1.58,727.910523
207940,삼성바이오로직스,1514000,1.54,730.3883
277810,레인보우로보틱스,489500,1.14,960.5514475
012330,현대모비스,508000,0.99,1251.9931064
018260,삼성에스디에스,232500,0.87,834.5861
009830,한화솔루션,30400,0.83,1252.68410325
028050,삼성E&A,49450,0.71,1087.694781
069540,빛과전자,2910,0.69,1290.6787796
005490,POSCO홀딩스,319000,0.63,788.5206025
105560,KB금융,171500,0.47,1248.573833
000270,기아,133600,0.45,1060.839245
316140,우리금융지주,33500,0.45,654.595036
035720,카카오,38300,0.39,890.717027
