종목코드,종목명,현재가,등락률,거래대금_억
386380,스카이랩스,30550,30.0,7803.98177425
012210,삼미금속,10200,22.16,1717.3622954
0155E0,해치텍,14650,16.64,913.71733475
387690,레메디,18140,15.17,1303.17136935
0039P0,매드업,9340,14.18,974.1021834
336260,두산퓨얼셀,49900,13.8,1694.17706425
052690,한전기술,122300,13.66,1095.504725
083650,비에이치아이,67700,12.83,898.4011035
000990,DB하이텍,100800,12.12,742.713808
000150,두산,1271000,11.3,1256.616765
034020,두산에너빌리티,87900,10.98,5319.2783615
000500,가온전선,234500,10.61,1197.032125
067290,JW신약,3580,9.65,2054.90812708
047040,대우건설,18410,9.26,1652.05310285
298040,효성중공업,2965000,8.53,1469.74588
031980,피에스케이홀딩스,156000,8.33,511.6906655
000660,SK하이닉스,1783000,8.26,61131.51729957
402340,SK스퀘어,1125000,8.07,6033.653375
267260,HD현대일렉트릭,763000,6.86,690.44985
034730,SK,611000,6.63,871.68058
001820,삼화콘덴서,116700,6.28,808.3372025
066570,LG전자,214000,6.2,3662.6342975
000720,현대건설,126900,6.02,1011.083851
010120,LS ELECTRIC,207000,5.99,842.2634965
004310,현대약품,8420,5.91,1023.35248045
005930,삼성전자,270000,5.68,49001.14076282
036930,주성엔지니어링,187200,4.99,2120.870195
403870,HPSP,53300,4.92,1356.9498915
032830,삼성생명,312000,4.87,803.132715
459550,알트,2655,4.73,609.48478842
028050,삼성E&A,48000,4.69,612.40893125
028260,삼성물산,384000,4.63,1057.6630925
042700,한미반도체,240500,4.57,1774.2931925
067310,하나마이크론,36350,4.3,572.606683
011070,LG이노텍,586000,4.27,941.241805
001210,금호전기,12680,4.19,584.17835055
005935,삼성전자우,199600,4.18,7752.37657589
950260,인제니아테라퓨틱스(Reg.S),16230,4.17,675.75937435
353200,대덕전자,103600,4.12,916.669878
095610,테스,152700,4.02,840.002927
009150,삼성전기,1454000,3.78,7885.746673
062040,산일전기,198900,3.76,610.723715
010170,대한광통신,13470,3.54,814.790112
086790,하나금융지주,138900,3.43,748.502632
055550,신한지주,113900,3.26,861.756018
316140,우리금융지주,34200,3.01,855.24037125
039030,이오테크닉스,456000,2.93,673.5389075
329180,HD현대중공업,449000,2.86,1012.29256
080220,제주반도체,73800,2.79,733.777584
005380,현대차,393000,2.48,1685.2562925
240810,원익IPS,117600,2.44,904.2378685
012330,현대모비스,432000,2.37,918.22971922
105560,KB금융,175900,2.27,1129.6644755
035420,NAVER,218000,2.11,1226.7716325
222800,심텍,119800,1.61,611.648366
000270,기아,128400,1.5,916.8645255
017670,SK텔레콤,93800,1.41,561.377497
319660,피에스케이,128200,1.34,506.259366
373220,LG에너지솔루션,362500,1.12,640.9941825
079550,LIG디펜스앤에어로스페이스,659000,1.07,550.0163
007660,이수페타시스,111900,0.72,525.9862295
003490,대한항공,30350,0.5,962.01769125
