종목코드,종목명,현재가,등락률,거래대금_억
062970,한국첨단소재,3360,29.98,1340.96557825
158430,아톤,6310,29.84,673.72639045
437730,삼현,52700,29.8,547.73995475
201490,미투온,3895,25.24,585.6074488
014950,삼익제약,11320,22.11,2283.7045373
010580,에스엠벡셀,2785,18.51,563.14986859
030530,원익홀딩스,25550,16.67,2386.8546055
058610,에스피지,103300,13.89,1573.6742765
036540,SFA반도체,8570,13.81,1479.31714115
042510,라온시큐어,12740,12.74,1487.98467895
067290,JW신약,3670,7.94,1608.34670891
336260,두산퓨얼셀,51100,6.9,999.59843025
004020,현대제철,35200,6.67,613.15108125
003670,포스코퓨처엠,188800,5.53,765.2438655
000990,DB하이텍,117200,5.3,1035.535692
332570,PS일렉트로닉스,8450,4.84,598.84639915
052690,한전기술,144200,4.34,1814.8477175
128940,한미약품,493500,4.11,874.49646
096770,SK이노베이션,142100,3.95,1340.85278
093370,후성,14620,3.61,1321.88214825
375500,DL이앤씨,88400,3.15,795.937135
373220,LG에너지솔루션,362500,3.13,1215.01365
006360,GS건설,37750,3.0,678.54139375
000150,두산,1292000,2.95,720.36504
006400,삼성SDI,547000,2.82,2182.88484
017900,광전자,10560,2.82,3655.7622311
086520,에코프로,83600,2.58,533.193444
024060,흥구석유,15030,2.52,706.3904235
005935,삼성전자우,187500,2.24,7268.632908
001820,삼화콘덴서,142200,2.16,1820.643869
047040,대우건설,19130,1.97,854.91029815
005490,POSCO홀딩스,331000,1.53,814.4274225
353200,대덕전자,98300,1.34,531.817972
066570,LG전자,200500,1.16,893.195704
004310,현대약품,10090,1.0,1657.15275175
356680,엑스게이트,17300,0.58,2031.0475923
035420,NAVER,205000,0.49,745.0968175
402340,SK스퀘어,1002000,0.2,3625.664415
