종목코드,종목명,현재가,등락률,거래대금_억
067290,JW신약,2990,30.0,1030.0254065
004310,현대약품,8290,29.94,1497.9722526
064550,바이오니아,11000,25.14,566.59382915
198440,강동씨앤엘,2135,22.98,767.04403466
0039P0,매드업,9180,20.79,633.3077008
090460,비에이치,22000,20.68,1271.54826925
047770,코데즈컴바인,3950,12.54,630.31971676
950260,인제니아테라퓨틱스(Reg.S),19290,9.35,1367.45359525
096770,SK이노베이션,135300,7.81,3190.5972855
034730,SK,586000,7.52,952.63763
005830,DB손해보험,192600,6.35,536.314039
330350,위더스제약,8320,5.85,810.24435925
001210,금호전기,13070,4.73,2200.78916455
028260,삼성물산,390500,3.72,1157.6120925
024840,KBI메탈,6160,3.7,785.3231787
025980,아난티,5340,3.69,519.9554065
047050,포스코인터내셔널,55300,2.98,589.04438
402340,SK스퀘어,1067000,2.89,4824.30394
003490,대한항공,28750,2.31,641.556419
316140,우리금융지주,34550,2.22,715.852043
005935,삼성전자우,190300,2.04,3784.7807655
055550,신한지주,111100,2.02,2062.4206315
403870,HPSP,51000,1.59,864.96287725
000660,SK하이닉스,1693000,1.14,46064.231905
032830,삼성생명,309500,1.14,936.25284
010950,S-Oil,151700,1.07,649.186941
086790,하나금융지주,137400,0.81,1542.646099
329180,HD현대중공업,453000,0.78,634.37535
005490,POSCO홀딩스,341000,0.74,1046.4768475
051910,LG화학,282000,0.71,649.1264825
017670,SK텔레콤,94600,0.42,703.2756505
005930,삼성전자,261000,0.38,39754.2235725
002990,금호건설,16500,0.24,1052.16706215
000270,기아,131200,0.15,1067.10036
