종목코드,종목명,현재가,등락률,거래대금_억
080160,모두투어,16690,29.98,770.6187058
066430,아이로보틱스,3690,27.02,814.295076
440110,파두,44700,24.69,7091.2853675
474650,링크솔루션,73900,17.86,1713.0069965
322000,HD현대에너지솔루션,81900,16.17,4187.537491
008830,대동기어,22850,15.99,4160.81035505
376300,디어유,43350,14.08,802.28708175
489500,엘케이켐,44350,12.14,997.732939
004310,현대약품,13090,11.69,2582.4620501
499790,GS피앤엘,60800,10.14,614.7493925
139480,이마트,103600,9.51,1507.042599
000490,대동,11690,8.85,1595.82612335
130660,한전산업,17520,8.82,2761.43637435
018880,한온시스템,4030,8.19,1743.94854944
464490,쿼드메디슨,18530,8.05,1104.94260565
104620,노랑풍선,5650,7.62,917.85232595
011930,신성이엔지,2105,7.45,700.71394483
323410,카카오뱅크,26850,7.4,5715.233199
0015N0,아로마티카,12440,7.24,1412.90256575
348340,뉴로메카,98000,7.1,1252.502257
004060,SG세계물산,445,6.97,967.11635375
482630,삼양엔씨켐,37650,6.96,538.0139275
483650,달바글로벌,169400,5.81,785.1653955
032350,롯데관광개발,26350,5.4,519.7368985
278470,에이피알,278000,5.3,5337.22195
008770,호텔신라,50100,5.03,1063.7068395
005830,DB손해보험,159700,4.52,574.27778347
033100,제룡전기,63100,4.47,2315.0208215
094820,일진파워,16680,4.05,827.91614235
095340,ISC,148800,3.98,736.1659505
034230,파라다이스,20750,3.49,547.94260415
171090,선익시스템,79300,3.39,776.281967
098460,고영,34850,3.11,1941.72761175
365330,에스와이스틸텍,4160,3.1,913.71488999
000050,경방,12060,3.08,1119.6427925
138040,메리츠금융지주,124100,2.31,543.7044695
020150,롯데에너지머티리얼즈,48850,2.3,628.46875025
077360,덕산하이메탈,11900,2.23,881.3504322
003490,대한항공,24150,1.68,1509.9247865
086790,하나금융지주,114100,1.42,1128.387182
068270,셀트리온,217500,1.4,3010.2273625
267250,HD현대,241500,1.26,635.5281225
101330,모베이스,7180,1.13,503.84244485
005490,POSCO홀딩스,367000,0.96,4294.580955
234340,헥토파이낸셜,26500,0.95,647.97842225
055550,신한지주,90900,0.66,1130.948586
128940,한미약품,541000,0.19,1174.242265
034730,SK,331500,0.15,1271.0652775
950250,테라뷰,10110,0.1,1107.6483641
