종목코드,종목명,현재가,등락률,거래대금_억
046120,오르비텍,8160,29.94,1727.21921565
950250,테라뷰,8640,29.92,781.7960791
230240,에치에프알,27600,29.88,659.511743
357880,SKAI,3900,27.87,594.57878983
475150,SK이터닉스,35150,22.26,3172.549905
380540,옵티코어,4925,21.76,1628.23892288
322000,HD현대에너지솔루션,125200,19.24,8656.038433
486990,노타,44000,17.96,1169.89861575
069540,빛과전자,1372,16.77,581.03581038
048410,현대바이오,17020,13.24,2096.67861915
010060,OCI홀딩스,163600,11.52,966.9660365
336260,두산퓨얼셀,45450,10.58,1575.360252
001550,조비,15950,10.0,590.97678905
038500,삼표시멘트,19830,9.32,10708.95774585
475830,오름테라퓨틱,130900,9.17,509.104524
0009K0,에임드바이오,70800,8.76,2225.929102
456160,지투지바이오,114500,8.02,635.278706
006340,대원전선,5830,7.37,883.87404325
000440,중앙에너비스,31000,7.27,1552.97654325
476830,알지노믹스,178600,7.07,971.905306
010170,대한광통신,7640,6.7,7904.9503097
417200,LS머트리얼즈,18830,6.69,688.85828
010140,삼성중공업,30700,6.6,4306.54690625
050890,쏠리드,12470,6.49,4726.1041998
078600,대주전자재료,112600,6.23,512.4267095
025860,남해화학,8550,6.08,926.7040786
097230,HJ중공업,25750,5.97,926.643149
138080,오이솔루션,32350,5.55,1063.5992675
032500,케이엠더블유,26050,5.47,676.91393875
052690,한전기술,166000,5.46,542.687736
440110,파두,66600,5.38,880.82379
376900,로킷헬스케어,102200,5.36,835.6901145
0001A0,덕양에너젠,19950,4.72,622.9975978
047040,대우건설,10400,4.52,2302.829865
015750,성우하이텍,11100,4.23,660.9479807
253590,네오셈,20450,3.65,699.31024645
000720,현대건설,154200,3.63,1775.560151
141080,리가켐바이오,185900,3.51,726.302155
064400,LG씨엔에스,68100,3.5,644.2528135
012450,한화에어로스페이스,1459000,3.48,2764.268535
347700,스피어,52600,3.34,541.7146665
047050,포스코인터내셔널,78600,2.88,1455.6816435
000270,기아,166600,2.84,1109.562193
042660,한화오션,136950,2.51,2174.7111835
010120,LS ELECTRIC,740000,2.49,555.13184
043260,성호전자,49150,2.4,1350.378987
047810,한국항공우주,179500,2.34,708.0955095
196170,알테오젠,367500,2.08,1647.885175
329180,HD현대중공업,602000,2.03,1003.995405
000150,두산,1123000,2.0,732.89695
058470,리노공업,115800,1.85,564.6751115
034020,두산에너빌리티,102800,1.78,4287.8714915
009540,HD한국조선해양,427000,1.67,567.4468425
024060,흥구석유,25900,1.57,3383.0742245
009830,한화솔루션,52200,1.56,2727.9811845
000250,삼천당제약,784000,1.29,732.258015
298040,효성중공업,2564000,1.22,582.097535
005490,POSCO홀딩스,349000,1.16,608.5861325
373220,LG에너지솔루션,373500,1.08,550.84449
277810,레인보우로보틱스,756000,1.07,940.08467
010950,S-Oil,115800,1.05,1093.237622
0011A0,액스비스,35150,1.01,580.029172
055550,신한지주,91900,0.88,943.1065115
178320,서진시스템,45250,0.78,687.1002915
001440,대한전선,30550,0.66,859.15058775
096770,SK이노베이션,120100,0.5,1172.545404
079550,LIG넥스원,745000,0.4,2388.365925
004090,한국석유,20300,0.25,883.17297975
267260,HD현대일렉트릭,941000,0.21,628.251665
