종목코드,종목명,현재가,등락률,거래대금_억
153890,져스텍,15240,25.43,950.7082617
064290,인텍플러스,51500,12.45,513.937488
016360,삼성증권,119100,10.38,858.7542255
039490,키움증권,354500,9.92,572.97923
403870,HPSP,47900,9.61,3060.46016025
000660,SK하이닉스,2394000,9.47,154441.20168
005935,삼성전자우,206000,9.17,8851.22385108
046940,우원개발,4130,8.54,590.75993582
005930,삼성전자,309500,8.22,81051.07532
071050,한국금융지주,241000,6.87,733.6575675
028260,삼성물산,433000,6.52,2437.780635
006340,대원전선,12710,6.01,3908.17546285
128940,한미약품,462000,5.96,890.0621325
006800,미래에셋증권,42350,5.48,895.3380735
055550,신한지주,107600,5.28,2570.027825
012450,한화에어로스페이스,1174000,5.2,2435.805835
042700,한미반도체,230000,4.78,1641.2265075
000810,삼성화재,642000,4.56,713.067055
105560,KB금융,172200,4.36,2239.540894
086790,하나금융지주,125800,4.14,1061.885487
068270,셀트리온,183400,3.85,1377.993219
000270,기아,150700,3.79,1319.496104
222800,심텍,128900,3.37,1061.364381
032830,삼성생명,383000,3.37,1483.068055
058470,리노공업,77400,3.06,684.398875
402340,SK스퀘어,1569000,2.89,17522.30232
042660,한화오션,107100,2.49,1506.4552705
089970,브이엠,101900,2.41,536.145119
316140,우리금융지주,30900,2.32,532.685031
161890,한국콜마,116300,2.29,702.6162
373220,LG에너지솔루션,360500,1.84,1171.764605
000990,DB하이텍,118900,1.8,618.035515
064350,현대로템,200500,1.57,717.2148665
010140,삼성중공업,23300,1.53,856.97266
240810,원익IPS,133600,1.52,2536.67733
080220,제주반도체,90700,1.11,1584.1175085
005380,현대차,487000,1.04,4095.2512425
039030,이오테크닉스,388500,1.04,530.718815
079550,LIG디펜스앤에어로스페이스,769000,0.92,1389.68322
003490,대한항공,28800,0.88,955.4835615
207940,삼성바이오로직스,1418000,0.85,693.275875
010170,대한광통신,12050,0.75,871.60924345
477850,마키나락스,21450,0.7,2155.62073145
034730,SK,687000,0.59,2008.309445
035720,카카오,35450,0.57,577.5834955
005490,POSCO홀딩스,319000,0.47,854.2925925
047040,대우건설,18410,0.33,695.8105625
015760,한국전력,38200,0.13,513.6563835
