종목코드,종목명,현재가,등락률,거래대금_억
000390,삼화페인트,12350,30.0,974.72984975
241520,DSC인베스트먼트,11500,29.94,969.7230899
221800,유투바이오,6690,29.9,548.80932895
047040,대우건설,7060,22.36,3616.57001645
056080,유진로봇,45700,21.7,3735.04573625
0007C0,아크릴,44000,20.71,947.6916955
267320,나인테크,3770,18.55,1315.50286581
018880,한온시스템,4570,17.94,5574.91859544
412350,레이저쎌,3850,17.38,532.44490626
000120,CJ대한통운,136700,16.74,874.9484755
008830,대동기어,26100,16.0,2791.811681
023530,롯데쇼핑,113500,14.88,751.7052875
393210,토마토시스템,5380,14.59,661.66486054
000370,한화손해보험,7290,14.26,785.79824075
380550,뉴로핏,30700,13.7,1242.55969575
088350,한화생명,4070,11.97,575.06641565
048410,현대바이오,11550,11.38,963.9880504
293580,나우IB,2020,11.36,973.09795692
464490,쿼드메디슨,17850,10.19,514.8609949
417200,LS머트리얼즈,16890,9.6,898.54678385
139480,이마트,117600,9.5,2020.26677
065170,비엘팜텍,6850,8.73,2575.0268781
209640,와이제이링크,5270,8.66,988.09937076
008770,호텔신라,52900,6.44,631.5425295
004310,현대약품,12580,5.63,1214.09362875
267270,HD건설기계,130200,5.43,1313.403926
090710,휴림로봇,14670,5.39,5819.4435478
071050,한국금융지주,235500,5.37,759.630355
222080,씨아이에스,13750,5.12,547.37982775
128940,한미약품,591000,4.97,1299.785305
009420,한올바이오파마,54200,4.84,500.430322
003230,삼양식품,1148000,4.84,819.56511
078600,대주전자재료,95500,4.83,1409.372752
055550,신한지주,97900,4.82,1465.0997725
259960,크래프톤,246500,4.23,508.83264
047770,코데즈컴바인,4065,3.96,1297.37690313
011200,HMM,21200,3.92,1061.49518125
451220,아이엠티,13540,3.75,575.6631669
000490,대동,11690,3.63,732.16241115
278470,에이피알,275500,3.57,2566.8778075
011070,LG이노텍,243500,3.4,900.564365
051910,LG화학,321000,3.38,1312.81123688
307950,현대오토에버,431000,3.36,1425.1646925
016360,삼성증권,95600,3.24,671.7428385
009150,삼성전기,313500,3.13,2379.238445
003490,대한항공,24950,3.1,1859.43368625
316140,우리금융지주,35600,3.04,1070.44165375
323410,카카오뱅크,27400,3.01,1778.62857225
125490,한라캐스트,20950,2.95,516.8408035
079550,LIG넥스원,461000,2.9,840.945315
086790,하나금융지주,122200,2.86,1306.254641
0126Z0,삼성에피스홀딩스,615000,2.84,725.60075
105560,KB금융,155500,2.71,2938.5966475
215100,로보로보,9930,2.69,506.0605425
024060,흥구석유,14610,2.6,834.8473422
032830,삼성생명,197700,2.44,689.019331
033780,KT&G,172000,2.08,570.4146651
005490,POSCO홀딩스,371000,2.06,2090.970255
347700,스피어,37900,2.02,656.649714
204320,HL만도,59000,1.72,568.88676
035420,NAVER,254000,1.6,3770.3227525
090350,노루페인트,9200,1.55,519.33965065
028260,삼성물산,317000,1.44,1060.53925323
035720,카카오,58300,1.39,1089.4089505
066570,LG전자,104000,1.36,1161.8095495
225190,LK삼양,2685,1.32,891.07888709
039490,키움증권,449000,1.24,513.255035
005387,현대차2우B,255500,1.19,569.5264125
077360,덕산하이메탈,11110,1.0,517.92964625
207940,삼성바이오로직스,1710000,0.94,792.884525
234340,헥토파이낸셜,29050,0.87,725.1463585
319400,현대무벡스,30400,0.66,771.9913025
267260,HD현대일렉트릭,939000,0.64,2086.69238
000270,기아,154700,0.59,1576.24528767
005380,현대차,480500,0.52,8506.51601
012330,현대모비스,437000,0.46,962.97856572
017670,SK텔레콤,73700,0.41,769.03446
086280,현대글로비스,243500,0.41,590.510725
011930,신성이엔지,2430,0.41,569.36430253
006400,삼성SDI,381000,0.26,1936.00258
141080,리가켐바이오,178500,0.17,555.178566
352820,하이브,377000,0.13,948.4559975
