종목코드,종목명,현재가,등락률,거래대금_억
095610,테스,130000,30.0,504.5780815
000150,두산,1170000,30.0,1529.72994
000660,SK하이닉스,1718000,29.95,175488.32116
222800,심텍,82900,29.94,695.915986
080220,제주반도체,65100,29.94,2155.7086355
089030,테크윙,41450,29.94,501.65166725
353200,대덕전자,96800,29.93,1361.8929535
440110,파두,63400,29.92,536.536395
009150,삼성전기,1142000,29.92,6962.51094
402340,SK스퀘어,1038000,29.91,10640.48457
093370,후성,9000,29.87,547.5595577
089970,브이엠,65500,29.45,744.300653
042700,한미반도체,214500,27.98,4617.640428
240810,원익IPS,97600,27.92,2006.091708
319660,피에스케이,129600,27.81,1014.040836
298040,효성중공업,2417000,27.61,2444.9066
005930,삼성전자,262500,26.81,149242.4153835
036930,주성엔지니어링,124500,26.65,3013.0424655
005935,삼성전자우,191000,26.49,16028.610232
006340,대원전선,13000,25.97,1999.76123595
007660,이수페타시스,74500,25.84,887.3751755
000500,가온전선,134200,24.72,566.9405105
001820,삼화콘덴서,71600,23.88,594.046524
039030,이오테크닉스,296000,23.33,538.1008275
058610,에스피지,94600,23.18,1869.976025
010120,LS ELECTRIC,184800,22.95,3093.0218485
011070,LG이노텍,514000,21.23,2709.442145
403870,HPSP,34600,21.19,1606.1941185
098460,고영,27250,20.84,808.2354915
067310,하나마이크론,29700,20.0,870.031989
073240,금호타이어,7290,19.9,1475.26293455
028260,삼성물산,351500,19.56,4309.46057185
006260,LS,267000,19.46,505.534385
010170,대한광통신,8530,19.13,803.6264931
034730,SK,557000,18.89,2294.16379
032830,삼성생명,311500,17.99,1720.0683685
267260,HD현대일렉트릭,684000,17.32,1711.11132
000990,DB하이텍,83100,16.71,687.74672
058470,리노공업,64100,16.12,636.0571335
277810,레인보우로보틱스,433000,16.09,1125.20934
108490,로보티즈,183800,16.04,514.7025775
000720,현대건설,94600,15.79,1275.402321
006800,미래에셋증권,34550,14.4,1017.2561595
047040,대우건설,12780,14.11,1233.08259865
071050,한국금융지주,206500,13.65,560.536579
086520,에코프로,79100,12.04,1048.202928
001440,대한전선,23200,11.54,916.74230275
034020,두산에너빌리티,67100,11.46,2117.7577445
454910,두산로보틱스,61600,11.19,542.18588
064350,현대로템,133700,10.95,1130.3285905
006400,삼성SDI,397000,10.74,2602.527915
005380,현대차,388000,10.54,4128.77822
196170,알테오젠,308500,10.38,1052.906725
066570,LG전자,162100,9.53,2772.5710305
000270,기아,131900,9.19,1860.339646
079550,LIG디펜스앤에어로스페이스,699000,9.05,824.26857
475150,SK이터닉스,45450,8.73,4284.5132065
009830,한화솔루션,25500,8.51,813.54418375
010060,OCI홀딩스,190300,8.49,606.734198
034220,LG디스플레이,9210,7.85,822.30463155
042660,한화오션,85200,7.44,1562.911719
064400,LG씨엔에스,62500,7.39,870.8506545
329180,HD현대중공업,481000,7.37,1336.34962
247540,에코프로비엠,103500,7.25,509.2246055
012330,현대모비스,476000,6.97,1683.5335375
035420,NAVER,208000,6.83,3639.440158
028050,삼성E&A,43800,6.83,798.901181
004170,신세계,423000,6.82,603.638435
012450,한화에어로스페이스,917000,6.01,2354.734025
003670,포스코퓨처엠,137700,5.76,559.242424
047810,한국항공우주,127300,5.47,921.5735395
006360,GS건설,23450,5.39,721.5533265
015760,한국전력,34800,5.3,615.545867
051910,LG화학,258000,5.09,778.436
003490,대한항공,25900,5.07,656.3610535
003550,LG,101100,4.88,613.3163785
009540,HD한국조선해양,384500,4.34,1078.77044
017670,SK텔레콤,81400,4.09,1119.2699655
005490,POSCO홀딩스,312500,3.99,1338.3661725
010140,삼성중공업,21350,3.89,1017.8553165
018260,삼성에스디에스,206000,3.67,918.011488
352820,하이브,168800,3.56,821.136596
035720,카카오,37400,3.46,1115.64193125
078930,GS,89000,2.89,814.8823105
316140,우리금융지주,33600,2.75,984.46942025
373220,LG에너지솔루션,328000,2.5,1585.91821
000810,삼성화재,632000,2.27,833.43007
278470,에이피알,320000,1.59,664.368195
105560,KB금융,168500,0.66,2541.4689295
086790,하나금융지주,125400,0.64,1319.3410155
